permit_number,permit_issuance_date,permit_expiration_date,facility_name,facility_address,facility_county,facility_state,state_facility_id,initial_construction_commenced_notification_required,construction_commenced_notification_window_days,initial_startup_notification_required,startup_notification_window_days,permit_copy_onsite_required,right_of_entry_clause,permit_extraction_notes,source_file,num_generators,generator_ref,included_in_permit_project,original_permit_date,equipment_facility_id,make,model,rated_capacity_bhp,rated_capacity_hp,rated_capacity_kw,rated_capacity_mmbtu_per_hr,calculated_bhp,calculated_hp,calculated_kw,calculated_mmbtu_per_hr,primary_fuel_type,secondary_fuel_type,other_fuels,fuel_grade,fuel_specification,fuel_sulfur_content_pct,fuel_certification_required,fuel_change_permit_trigger,fuel_throughput_per_unit_limit,fuel_throughput_per_unit_scope,fuel_throughput_per_unit_group_ref,fuel_throughput_combined_limit,fuel_throughput_combined_group_ref,control_technology,operating_hours_per_unit_limit,operating_hours_per_unit_rolling_window,operating_hours_combined_limit,operating_hours_combined_group_ref,operating_hours_combined_rolling_window,allowed_operating_modes,opacity_limit_percent,hour_meter_required,observation_frequency,recordkeeping_window_years,nsps_subpart_iiii,mact_subpart_zzzz,generator_extraction_notes
16090006,2018-12-17,,Microsoft Corporation,"601 Northwest Avenue, Northlake, Cook County, 60164",Cook County,IL,031807AAN,True,30.0,True,15.0,,"The Permittee shall allow any duly authorized agent of the Agency upon the presentation of credentials, at reasonable times: a. to enter the Permittee's property where actual or potential effluent, emission or noise sources are located or where any activity is to be conducted pursuant to this permit, b. to have access to and copy any records required to be kept under the terms and conditions of this permit, c. to inspect, including during any hours of operation of equipment constructed or operated under this permit, such equipment and any equipment required to be kept, used, operated, calibrated and maintained under this permit, d. to obtain and remove samples of any discharge or emission of pollutants, and e. to enter and utilize any photographic, recording, testing, monitoring or other equipment for the purpose of preserving, testing, monitoring, or recording any activity, discharge, or emission authorized by this permit.",Permit number not explicitly labeled; using Application No.: 16090006 as the primary identifier. Facility I.D. No.: 031807AAN captured in stateFacilityID. Facility name appears as 'Microsoft Corporation' in the permit letter; cover sheet also shows 'Microsoft Corp-Chicago Data Center'. Notifications extracted from Condition 24a (construction: 30 days; startup: 15 days). Right-of-entry language from Standard Conditions item 4. Generator count verification: total numGenerators across all entries = 17; no individual unit IDs were provided anywhere in the permit; equipment is only described as a homogeneous group in the conditions section.,031807AAN_16090006_IL_Final_Permit_B.json,17.0,"seventeen (17) 3,490 kW (4,678 engine HP) diesel powered emergency generator sets",True,,,,,4678.0,4678.0,3490.0,30.618,True,False,False,True,distillate fuel oil,,,"Grades No. 1 and 2 (i.e., diesel)",,0.0015,,"The use of any other fuel in any of the (17) 3,490 kW (4,678 engine HP) emergency generator sets requires that the Permittee first obtain a construction permit from the Illinois EPA and then perform stack testing to verify compliance with all applicable requirements.",,,,351900.0,"the seventeen (17) 3,490 kW (4,678 engine HP) diesel powered backup generator sets",,100.0,per calendar year,,,,"In order for the engine to be considered an emergency stationary ICE under 40 CFR 60 Subpart IIII, any operation other than emergency operation, maintenance and testing, emergency demand response, and operation in non-emergency situations for 50 hours per year, as described in 40 CFR 60.4211(f)(1) through (3), is prohibited.",30.0,True,,5.0,True,True,"Group entry per permit narrative; no individual unit IDs provided. Capacity from cover letter and Conditions (3,490 kW (4,678 engine HP)). Fuel grade and change trigger from Condition 12(b). Combined fuel throughput 351,900 gallons/year from Condition 13(a)(i). 100 hours per calendar year per engine allowed operating time from 40 CFR 60.4211(f)(2) as quoted in Condition 10(e). Opacity 30% limit from 35 Ill. Adm. Code 212.123(a); additional allowances (60% for 8 minutes) and 40 CFR 89.113 mode-specific opacity also apply but a single value field is captured. Hour meter requirement from Condition 18. Record retention of 5 years from Conditions 23(b) and 22(a)(3). Generator count verification: 17 identical diesel-powered emergency generator sets described; no separate equipment table or EU IDs located; extraction based solely on conditions section text."
16090006,2017-04-18,,Microsoft Corporation,"601 Northwest Avenue, Northlake, Cook County, 60164",Cook County,IL,031807AAN,True,30.0,True,15.0,,"The Permittee shall allow any duly authorized agent of the Agency upon the presentation of credentials, at reasonable times: a. to enter the Permittee's property where actual or potential effluent, emission or noise sources are located or where any activity is to be conducted pursuant to this permit, b. to have access to and copy any records required to be kept under the terms and conditions of this permit, c. to inspect, including during any hours of operation of equipment constructed or operated under this permit, such equipment and any equipment required to be kept, used, operated, calibrated and maintained under this permit, d. to obtain and remove samples of any discharge or emission of pollutants, and e. to enter and utilize any photographic, recording, testing, monitoring or other equipment for the purpose of preserving, testing, monitoring, or recording any activity, discharge, or emission authorized by this permit.",Application No.: 16090006 used as permitNumber; I.D. No.: 031807AAN recorded as stateFacilityID. Location address taken from 'Location:' line. Expiration date not explicitly stated; standard conditions note one-year expiration unless construction starts. Generator count verification: 17 units referenced consistently throughout special conditions.,031807AAN_16090006_IL_Final_Permit_A.json,17.0,"seventeen (17) 3,490 kW (4,678 engine HP) diesel powered emergency generator sets",True,,,,,4678.0,4678.0,3490.0,30.618,True,False,False,True,distillate fuel oil,,,"Grades No. 1 and 2 (i.e., diesel)",,0.0015,,"The use of any other fuel in any of the (17) 3,490 kW (4,678 engine HP) emergency generator sets requires that the Permittee first obtain a construction permit from the Illinois EPA and then perform stack testing to verify compliance with all applicable requirements.",,,,351900.0,"the seventeen (17) 3,490 kW (4,678 engine HP) diesel powered backup generator sets",,100.0,per calendar year,,,,"In order for the engine to be considered an emergency stationary ICE under 40 CFR 60 Subpart IIII, any operation other than emergency operation, maintenance and testing, emergency demand response, and operation in non-emergency situations for 50 hours per year, as described in 40 CFR 60.4211(f) (1) through (3), is prohibited. You may operate your emergency stationary ICE for any combination of the purposes specified in 40 CFR 60.4211(f) (2) (i) through (iii) for a maximum of 100 hours per calendar year.. Emergency stationary ICE may be operated for up to 50 hours per calendar year in non-emergency situations.",30.0,True,,5.0,True,True,"Grouped as one entry per permit's organization: identical emergency generator sets described collectively without individual IDs. Capacity, fuel, and hours from special conditions. Fuel throughput limit is facility-wide: 'Total diesel fuel burned shall not exceed 351,900 gallons/year.' Allowed operating modes from 40 CFR 60.4211(f) language. Make/model not stated anywhere in permit."
53086,2025-04-22,,Microsoft Corporation - AVC17 Datacenter,"39 Commerce Drive Boydton, VA  23917 (Clarksville)",Mecklenburg County,VA,53086,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.","Permit number and stateFacilityID from 'Registration No.:  53086'. Issuance date from 'Approved on April 22, 2025.' Facility name and address from 'located at Microsoft Corporation - AVC17 Datacenter, 39 Commerce Drive, Boydton, VA  23917 (Clarksville)'. County from 'Location:  Mecklenburg County'. Notifications from Condition 13 (30 days construction; 15 days actual startup). Onsite copy requirement from Condition 22. Right of entry excerpt from Condition 16. NSPS/MACT applicability noted in cover letter. Generator count verification: extracted 135 total units (ENG1 through ENG135).",53086_DC_Permit.json,130.0,"ENG1-ENG20, ENG22-ENG41, ENG43-ENG72, ENG74-ENG103, ENG105-ENG134",True,,,Cummins,C3000 D6e QSK95 series,4308.0,4308.0,3000.0,28.197,False,True,False,True,"diesel, renewable diesel, or a blend of these fuels",,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.  However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,784160.0,"ENG1-ENG20, ENG22-ENG41, ENG43-ENG72, ENG74-ENG103, ENG105-ENG134",turbocharged engine and aftercooler,,,,,,,10.0,True,not less than once each day the engine-generator set is operated,5.0,True,True,Equipment make/model and capacities from Equipment List (Page 3). Controls from Condition 1. Fuels/specification/sulfur from Condition 5. Fuel supplier certification from Condition 7. Combined fuel throughput limit from Condition 6. Hour meter/observation frequency from Condition 3. Opacity limit from Condition 9. NSPS IIII and MACT ZZZZ applicability noted in cover letter. Grouping preserved exactly as listed; explicit count (130) used.
53086,2025-04-22,,Microsoft Corporation - AVC17 Datacenter,"39 Commerce Drive Boydton, VA  23917 (Clarksville)",Mecklenburg County,VA,53086,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.","Permit number and stateFacilityID from 'Registration No.:  53086'. Issuance date from 'Approved on April 22, 2025.' Facility name and address from 'located at Microsoft Corporation - AVC17 Datacenter, 39 Commerce Drive, Boydton, VA  23917 (Clarksville)'. County from 'Location:  Mecklenburg County'. Notifications from Condition 13 (30 days construction; 15 days actual startup). Onsite copy requirement from Condition 22. Right of entry excerpt from Condition 16. NSPS/MACT applicability noted in cover letter. Generator count verification: extracted 135 total units (ENG1 through ENG135).",53086_DC_Permit.json,5.0,"ENG21, ENG42, ENG73, ENG104, ENG135",True,,,Cummins,DFEK QSX15 series,730.0,730.0,500.0,4.778,False,True,False,True,"diesel, renewable diesel, or a blend of these fuels",,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.  However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,5032.0,"ENG21, ENG42, ENG73, ENG104, ENG135",turbocharged engine and charge air cooler,,,,,,,10.0,True,not less than once each day the engine-generator set is operated,5.0,True,True,Equipment make/model and capacities from Equipment List (Page 3). Controls from Condition 1. Fuels/specification/sulfur from Condition 5. Fuel supplier certification from Condition 7. Combined fuel throughput limit from Condition 6. Hour meter/observation frequency from Condition 3. Opacity limit from Condition 9. NSPS IIII and MACT ZZZZ applicability noted in cover letter. Grouping preserved exactly as listed; explicit count (5) used.
53071,2023-07-12,,Microsoft Corporation - AVC43 Datacenter,"2 Butts Street
South Hill, VA 23970",Mecklenburg County,VA,53071,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.  Nothing contained herein shall make an inspection time unreasonable during an emergency.","Permit number and state facility ID from 'Registration No.: 53071'. Issuance date from 'Approved on July 12, 2023.' Facility name and address from 'located at Microsoft Corporation - AVC43 Datacenter, 2 Butts Street, South Hill, VA 23970'. County from 'Location:  Mecklenburg County'. Notifications from Condition 14 (30 days construction commenced; actual startup within 15 days; anticipated startup 60 to 30 days prior). Onsite copy from Condition 23. Right of entry from Condition 17.",53071_DC_Permit.json,40.0,"ENG1-ENG20, ENG22-ENG41",True,,,Caterpillar,C175-16,4376.0,4376.0,3100.0,28.642,False,True,False,True,diesel and renewable diesel fuels,,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.  However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,707952.0,"ENG1-ENG20, ENG22-ENG41",turbocharged engine and aftercooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated,5.0,True,True,"Grouped as listed in Equipment List (page 2): 'ENG1-ENG20, ENG22-ENG41 - Forty (40) Caterpillar Model C175-16... 4,376 bhp, 3,100 kWe, each'. Fuel, sulfur, certification, and fuel change language from Conditions 5 and 7. Combined fuel throughput limit and rolling calculation language from Condition 6 (707,952 gallons/year combined; calculated monthly as sum of each consecutive 12-month period). Control technology from Condition 1. Visible emission limit from Condition 9 (10% opacity with allowance up to 20% for one 6-minute period per hour). Monitoring/hour meter and observation frequency from Condition 3. Record retention 5 years from Condition 13. NSPS IIII and MACT ZZZZ applicability stated in cover letter and permit. Generator count verification: 40 units in this group; total across permit ENG1-ENG42 = 42."
53071,2023-07-12,,Microsoft Corporation - AVC43 Datacenter,"2 Butts Street
South Hill, VA 23970",Mecklenburg County,VA,53071,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.  Nothing contained herein shall make an inspection time unreasonable during an emergency.","Permit number and state facility ID from 'Registration No.: 53071'. Issuance date from 'Approved on July 12, 2023.' Facility name and address from 'located at Microsoft Corporation - AVC43 Datacenter, 2 Butts Street, South Hill, VA 23970'. County from 'Location:  Mecklenburg County'. Notifications from Condition 14 (30 days construction commenced; actual startup within 15 days; anticipated startup 60 to 30 days prior). Onsite copy from Condition 23. Right of entry from Condition 17.",53071_DC_Permit.json,2.0,"ENG21, ENG42",True,,,Caterpillar,C15,762.0,762.0,500.0,4.987,False,True,False,True,diesel and renewable diesel fuels,,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.  However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,5998.0,"ENG21, ENG42",turbocharged engine and charge air cooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated,5.0,True,True,"Grouped as listed in Equipment List (page 2): 'ENG21, ENG42 - Two (2) Caterpillar Model C15... 762 bhp, 500 kWe, each'. Fuel, sulfur, certification, and fuel change language from Conditions 5 and 7. Combined fuel throughput limit and rolling calculation language from Condition 6 (5,998 gallons/year combined; calculated monthly as sum of each consecutive 12-month period). Control technology from Condition 1. Visible emission limit from Condition 9 (10% opacity with allowance up to 20% for one 6-minute period per hour). Monitoring/hour meter and observation frequency from Condition 3. Record retention 5 years from Condition 13. NSPS IIII and MACT ZZZZ applicability stated in cover letter and permit. Generator count verification: 2 units in this group; total across permit ENG1-ENG42 = 42."
52820,2023-09-05,,Microsoft Corporation - LVL Datacenter,"960 Prison Road
Boydton, VA  23917 (Mecklenburg County)",Mecklenburg County,VA,52820,True,30.0,True,15.0,True,"The permittee shall allow authorized local, state, and federal representatives, upon the presentation of credentials: a. To enter upon the permittee's premises on which the facility is located or in which any records are required to be kept under the terms and conditions of this permit; b. To have access to and copy at reasonable times any records required to be kept under the terms and conditions of this permit or the State Air Pollution Control Board Regulations; c. To inspect at reasonable times any facility, equipment, or process subject to the terms and conditions of this permit or the State Air Pollution Control Board Regulations; and d. To sample or test at reasonable times. For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.","Permit issuance date from 'Approved on September 5, 2023.' Registration No. used for permitNumber and stateFacilityID. No expiration date stated. Generator count verification: 4 grouped entries totaling 147 generators (EG1-EG147) extracted from Equipment List tables (Pages 2-3). Specifications (make/model/capacity) taken from Equipment List; operating/fuel/monitoring limits and NSPS/MACT applicability from Conditions and cover letter.",52820_DC_Permit.json,100.0,"EG1-EG20, EG22-EG41, EG43-EG62, EG64-EG83, EG85-EG104",False,,,Cummins,C3000 D6e QSK95 series,4308.0,4308.0,3000.0,28.197,False,True,False,True,diesel,renewable diesel fuel,,S15 diesel fuel oil,ASTM D975,1.5e-05,True,A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.,,,,,"EG1-EG20, EG22-EG41, EG43-EG62, EG64-EG83, EG85-EG104, EG106-EG125 and EG127-EG146: 815,360 gallons diesel per year; 852,208 gallons renewable diesel per year (combined); calculated monthly as the sum of each consecutive 12-month period.",turbocharged engine and aftercooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated,5.0,True,True,"Grouping, make/model, and capacities from Other Permitted Equipment table (Page 2). Control tech from Condition 1. Fuel specs from Condition 5; fuel certification from Condition 7. Combined fuel throughput group and limits from Condition 6 (applies to this group together with EG106-EG125 and EG127-EG146). Hour meter/fuel flow meter and observation frequency from Condition 3. Opacity 10% with a one 6-minute 20% exception per Condition 9."
52820,2023-09-05,,Microsoft Corporation - LVL Datacenter,"960 Prison Road
Boydton, VA  23917 (Mecklenburg County)",Mecklenburg County,VA,52820,True,30.0,True,15.0,True,"The permittee shall allow authorized local, state, and federal representatives, upon the presentation of credentials: a. To enter upon the permittee's premises on which the facility is located or in which any records are required to be kept under the terms and conditions of this permit; b. To have access to and copy at reasonable times any records required to be kept under the terms and conditions of this permit or the State Air Pollution Control Board Regulations; c. To inspect at reasonable times any facility, equipment, or process subject to the terms and conditions of this permit or the State Air Pollution Control Board Regulations; and d. To sample or test at reasonable times. For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.","Permit issuance date from 'Approved on September 5, 2023.' Registration No. used for permitNumber and stateFacilityID. No expiration date stated. Generator count verification: 4 grouped entries totaling 147 generators (EG1-EG147) extracted from Equipment List tables (Pages 2-3). Specifications (make/model/capacity) taken from Equipment List; operating/fuel/monitoring limits and NSPS/MACT applicability from Conditions and cover letter.",52820_DC_Permit.json,40.0,"EG106-EG125, EG127-EG146",True,,,Cummins,C3000 D6e QSK95 series,4308.0,4308.0,3000.0,28.197,False,True,False,True,diesel,renewable diesel fuel,,S15 diesel fuel oil,ASTM D975,1.5e-05,True,A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.,,,,,"EG1-EG20, EG22-EG41, EG43-EG62, EG64-EG83, EG85-EG104, EG106-EG125 and EG127-EG146: 815,360 gallons diesel per year; 852,208 gallons renewable diesel per year (combined); calculated monthly as the sum of each consecutive 12-month period.",turbocharged engine and aftercooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated,5.0,True,True,"Grouping, make/model, and capacities from Equipment to be Constructed table (Page 2). Control tech from Condition 1. Fuel specifications and sulfur from Condition 5; fuel certification from Condition 7. Combined fuel throughput group and limits from Condition 6 (applies to this group together with EG1-EG104). Hour meter/fuel flow meter and observation frequency from Condition 3. Opacity 10% with a one 6-minute 20% exception per Condition 9."
52820,2023-09-05,,Microsoft Corporation - LVL Datacenter,"960 Prison Road
Boydton, VA  23917 (Mecklenburg County)",Mecklenburg County,VA,52820,True,30.0,True,15.0,True,"The permittee shall allow authorized local, state, and federal representatives, upon the presentation of credentials: a. To enter upon the permittee's premises on which the facility is located or in which any records are required to be kept under the terms and conditions of this permit; b. To have access to and copy at reasonable times any records required to be kept under the terms and conditions of this permit or the State Air Pollution Control Board Regulations; c. To inspect at reasonable times any facility, equipment, or process subject to the terms and conditions of this permit or the State Air Pollution Control Board Regulations; and d. To sample or test at reasonable times. For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.","Permit issuance date from 'Approved on September 5, 2023.' Registration No. used for permitNumber and stateFacilityID. No expiration date stated. Generator count verification: 4 grouped entries totaling 147 generators (EG1-EG147) extracted from Equipment List tables (Pages 2-3). Specifications (make/model/capacity) taken from Equipment List; operating/fuel/monitoring limits and NSPS/MACT applicability from Conditions and cover letter.",52820_DC_Permit.json,2.0,"EG126, EG147",True,,,Cummins,DFEK QSX15,732.0,732.0,500.0,4.791,False,True,False,True,diesel,renewable diesel fuel,,S15 diesel fuel oil,ASTM D975,1.5e-05,True,A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.,,,,,"EG21, EG42, EG63, EG84, EG105, EG126 and EG147: 9,473 gallons diesel per year; 9,473 gallons renewable diesel per year (combined); calculated monthly as the sum of each consecutive 12-month period.",turbocharged engine and charge air cooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated,5.0,True,True,"Grouping, make/model, and capacities from Equipment to be Constructed table (Page 2). Control tech from Condition 1. Fuel specs from Condition 5; fuel certification from Condition 7. Combined fuel throughput group and limits from Condition 6 (applies to all DFEK units EG21, EG42, EG63, EG84, EG105, EG126, EG147). Hour meter/fuel flow meter and observation frequency from Condition 3. Opacity 10% with a one 6-minute 20% exception per Condition 9."
52820,2023-09-05,,Microsoft Corporation - LVL Datacenter,"960 Prison Road
Boydton, VA  23917 (Mecklenburg County)",Mecklenburg County,VA,52820,True,30.0,True,15.0,True,"The permittee shall allow authorized local, state, and federal representatives, upon the presentation of credentials: a. To enter upon the permittee's premises on which the facility is located or in which any records are required to be kept under the terms and conditions of this permit; b. To have access to and copy at reasonable times any records required to be kept under the terms and conditions of this permit or the State Air Pollution Control Board Regulations; c. To inspect at reasonable times any facility, equipment, or process subject to the terms and conditions of this permit or the State Air Pollution Control Board Regulations; and d. To sample or test at reasonable times. For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.","Permit issuance date from 'Approved on September 5, 2023.' Registration No. used for permitNumber and stateFacilityID. No expiration date stated. Generator count verification: 4 grouped entries totaling 147 generators (EG1-EG147) extracted from Equipment List tables (Pages 2-3). Specifications (make/model/capacity) taken from Equipment List; operating/fuel/monitoring limits and NSPS/MACT applicability from Conditions and cover letter.",52820_DC_Permit.json,5.0,"EG21, EG42, EG63, EG84, EG105",False,,,Cummins,DFEK QSX15,732.0,732.0,500.0,4.791,False,True,False,True,diesel,renewable diesel fuel,,S15 diesel fuel oil,ASTM D975,1.5e-05,True,A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.,,,,,"EG21, EG42, EG63, EG84, EG105, EG126 and EG147: 9,473 gallons diesel per year; 9,473 gallons renewable diesel per year (combined); calculated monthly as the sum of each consecutive 12-month period.",turbocharged engine and charge air cooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated,5.0,True,True,"Grouping, make/model, and capacities from Other Permitted Equipment table (Page 3). Control tech from Condition 1. Fuel specs from Condition 5; fuel certification from Condition 7. Combined fuel throughput group and limits from Condition 6 (applies to all DFEK units EG21, EG42, EG63, EG84, EG105, EG126, EG147). Hour meter/fuel flow meter and observation frequency from Condition 3. Opacity 10% with a one 6-minute 20% exception per Condition 9."
53198,2025-05-01,,Microsoft Corporation - LYH03 Datacenter,"northwest of the intersection of Highway 92 and Butler Farm Road
Chase City, VA 23927",Mecklenburg County,VA,53198,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.","Permit number and facility ID from 'Registration No.: 53198'. Issuance date from 'Approved on May 1, 2025.' Facility name and address from location section under 'located at'. County from cover letter 'Location:  Mecklenburg County'. Notifications windows from Condition 13.a-c. Right of entry from Condition 16. No expiration date stated.",53198_DC_Permit.json,110.0,"ENG1-ENG20, ENG22-ENG51, ENG53-ENG82, ENG84-ENG113",True,,,Cummins,C3000 D6e QSK95 series,4308.0,4308.0,3000.0,28.197,False,True,False,True,"diesel, renewable diesel, or a blend of these fuels",,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit. However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,800800.0,"ENG1-ENG20, ENG22-ENG51, ENG53-ENG82, ENG84-ENG113",turbocharged engine and aftercooler,,,,,,,10.0,True,not less than once each day the engine-generator set is operated,5.0,True,True,"Equipment list (Page 3) specifies 'One hundred ten (110) Cummins Model C3000 D6e QSK95 series' with 4,308 bhp and 3,000 kWe each for ENG1-ENG20, ENG22-ENG51, ENG53-ENG82, ENG84-ENG113. Control technology for this group from Condition 1. Fuel type/specification, sulfur content, and certification from Conditions 5 and 7. Combined fuel throughput limit 800,800 gallons/year for this group from Condition 6. Visible emissions limit from Condition 9 (10% opacity, with one 6-minute period at 20%). Hour meter and observation frequency from Condition 3. NSPS Subpart IIII and MACT Subpart ZZZZ applicability stated in cover letter. Total generators across both entries = 114 (110 + 4); references cover ENG1-ENG114."
53198,2025-05-01,,Microsoft Corporation - LYH03 Datacenter,"northwest of the intersection of Highway 92 and Butler Farm Road
Chase City, VA 23927",Mecklenburg County,VA,53198,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation. Nothing contained herein shall make an inspection time unreasonable during an emergency.","Permit number and facility ID from 'Registration No.: 53198'. Issuance date from 'Approved on May 1, 2025.' Facility name and address from location section under 'located at'. County from cover letter 'Location:  Mecklenburg County'. Notifications windows from Condition 13.a-c. Right of entry from Condition 16. No expiration date stated.",53198_DC_Permit.json,4.0,"ENG21, ENG52, ENG83, ENG114",True,,,Cummins,DFEK QSX15 series,730.0,730.0,500.0,4.778,False,True,False,True,"diesel, renewable diesel, or a blend of these fuels",,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit. However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,4858.0,"ENG21, ENG52, ENG83, ENG114",turbocharged engine and charge air cooler,,,,,,,10.0,True,not less than once each day the engine-generator set is operated,5.0,True,True,"Equipment list (Page 3) specifies 'Four (4) Cummins Model DFEK QSX15 series' with 730 bhp and 500 kWe each for ENG21, ENG52, ENG83, ENG114. Control technology for this group from Condition 1. Fuel type/specification, sulfur content, and certification from Conditions 5 and 7. Combined fuel throughput limit 4,858 gallons/year for this group from Condition 6. Visible emissions limit from Condition 9 (10% opacity, with one 6-minute period at 20%). Hour meter and observation frequency from Condition 3. NSPS Subpart IIII and MACT Subpart ZZZZ applicability stated in cover letter."
53072,2023-07-13,,Microsoft Corporation - LYH10 Datacenter,"Intersection of US Highway 58 and Ridge Road Boydton, VA  23917",Mecklenburg County,VA,53072,True,30.0,True,15.0,True,"For purposes of this condition, the time for inspection shall be deemed reasonable during regular business hours or whenever the facility is in operation.  Nothing contained herein shall make an inspection time unreasonable during an emergency.","Facility name and location extracted from the permit authorization page and location section. Facility address taken from 'located at' line ('Intersection of US Highway 58 and Ridge Road Boydton, VA  23917'). Registration No. used as stateFacilityID and permitNumber ('53072'). No expiration date stated. Notifications (construction within 30 days; startup within 15 days) from Condition 13. Right of entry clause excerpt from Condition 16. Generator count verification: Equipment List (Page 2) lists ENG1-ENG20 (Twenty (20)) and ENG21 (One (1)), totaling 21 generators; Conditions sections consistently reference ENG1-ENG21. Capacities and make/model taken from Equipment List. NSPS Subpart IIII and MACT Subpart ZZZZ applicability stated in transmittal letter.",53072_DC_Permit.json,20.0,ENG1-ENG20,True,,,Cummins,C3000 D6e,4307.0,4307.0,3000.0,28.19,False,True,False,True,diesel and renewable diesel fuels,,,S15 diesel fuel oil,ASTM D975,0.0015,True,"A change in the fuel shall be considered a change in the method of operation of the engine-generator sets and may require a new or amended permit.  However, if a change in the fuel is not subject to new source review permitting requirements, this condition should not be construed to prohibit such a change.",,,,790400.0,ENG1-ENG20,turbocharged engine and aftercooler,,,,,,,10.0,True,with a frequency of not less than once each day the engine-generator set is operated.,5.0,True,True,"From Equipment List (Page 2): 'Twenty (20) Cummins Model C3000 D6e QSK95 series backup engine-generator sets 4,307 bhp 3000 kWe, each' (Ref. Nos. ENG1-ENG20). Fuel specifications and sulfur content from Condition 5; fuel certification from Condition 7; throughput combined limit from Condition 6; monitoring (hour meter and daily observation) from Condition 3; opacity limit from Condition 9; control technology from Condition 1. Grouping preserved exactly as listed (ENG1-ENG20 as one entry with numGenerators=20). Note: The Equipment List states specifications are informational; extracted exactly as written per instructions. Opacity allowance: 'except during one 6-minute period in any one hour in which visible emissions shall not exceed 20% opacity.'"
